"Year","Birth order","Age class of mother","Age class of father","Live births"
"2018","Mother not married","50 years or more","45-49 years",3
"2018","Mother not married","50 years or more","50-59 years",3
"2018","Mother not married","50 years or more","60-69 years",0
"2018","Mother not married","50 years or more","70 years or more",0
"2018","Mother not married","50 years or more","Unknown",1
"2019","First child","Less than 20 years","Less than 20 years",0
"2019","First child","Less than 20 years","20-24 years",22
"2019","First child","Less than 20 years","25-29 years",19
"2019","First child","Less than 20 years","30-34 years",4
"2019","First child","Less than 20 years","35-39 years",3
"2019","First child","Less than 20 years","40-44 years",0
"2019","First child","Less than 20 years","45-49 years",0
"2019","First child","Less than 20 years","50-59 years",0
"2019","First child","Less than 20 years","60-69 years",0
"2019","First child","Less than 20 years","70 years or more",0
"2019","First child","Less than 20 years","Unknown",0
"2019","First child","20-24 years","Less than 20 years",1
"2019","First child","20-24 years","20-24 years",411
"2019","First child","20-24 years","25-29 years",1060
"2019","First child","20-24 years","30-34 years",379
"2019","First child","20-24 years","35-39 years",100
"2019","First child","20-24 years","40-44 years",25
"2019","First child","20-24 years","45-49 years",3
"2019","First child","20-24 years","50-59 years",6
"2019","First child","20-24 years","60-69 years",1
"2019","First child","20-24 years","70 years or more",0
"2019","First child","20-24 years","Unknown",0
"2019","First child","25-29 years","Less than 20 years",0
"2019","First child","25-29 years","20-24 years",139
"2019","First child","25-29 years","25-29 years",3132
"2019","First child","25-29 years","30-34 years",3323
"2019","First child","25-29 years","35-39 years",910
"2019","First child","25-29 years","40-44 years",202
"2019","First child","25-29 years","45-49 years",60
"2019","First child","25-29 years","50-59 years",40
"2019","First child","25-29 years","60-69 years",3
"2019","First child","25-29 years","70 years or more",0
"2019","First child","25-29 years","Unknown",0
"2019","First child","30-34 years","Less than 20 years",0
"2019","First child","30-34 years","20-24 years",35
"2019","First child","30-34 years","25-29 years",852
"2019","First child","30-34 years","30-34 years",5915
"2019","First child","30-34 years","35-39 years",3588
"2019","First child","30-34 years","40-44 years",859
"2019","First child","30-34 years","45-49 years",227
"2019","First child","30-34 years","50-59 years",101
"2019","First child","30-34 years","60-69 years",7
"2019","First child","30-34 years","70 years or more",0
"2019","First child","30-34 years","Unknown",0
"2019","First child","35-39 years","Less than 20 years",0
"2019","First child","35-39 years","20-24 years",5
"2019","First child","35-39 years","25-29 years",138
"2019","First child","35-39 years","30-34 years",941
"2019","First child","35-39 years","35-39 years",2537
"2019","First child","35-39 years","40-44 years",1231
"2019","First child","35-39 years","45-49 years",386
"2019","First child","35-39 years","50-59 years",171
"2019","First child","35-39 years","60-69 years",28
"2019","First child","35-39 years","70 years or more",2
"2019","First child","35-39 years","Unknown",0
"2019","First child","40-44 years","Less than 20 years",0
"2019","First child","40-44 years","20-24 years",2
"2019","First child","40-44 years","25-29 years",17
"2019","First child","40-44 years","30-34 years",77
"2019","First child","40-44 years","35-39 years",270
"2019","First child","40-44 years","40-44 years",449
"2019","First child","40-44 years","45-49 years",236
"2019","First child","40-44 years","50-59 years",155
"2019","First child","40-44 years","60-69 years",10
"2019","First child","40-44 years","70 years or more",1
"2019","First child","40-44 years","Unknown",0
"2019","First child","45-49 years","Less than 20 years",0
"2019","First child","45-49 years","20-24 years",0
"2019","First child","45-49 years","25-29 years",1
"2019","First child","45-49 years","30-34 years",7
"2019","First child","45-49 years","35-39 years",14
"2019","First child","45-49 years","40-44 years",27
"2019","First child","45-49 years","45-49 years",32
"2019","First child","45-49 years","50-59 years",35
"2019","First child","45-49 years","60-69 years",5
"2019","First child","45-49 years","70 years or more",3
"2019","First child","45-49 years","Unknown",0
"2019","First child","50 years or more","Less than 20 years",0
"2019","First child","50 years or more","20-24 years",0
"2019","First child","50 years or more","25-29 years",0
"2019","First child","50 years or more","30-34 years",0
"2019","First child","50 years or more","35-39 years",1
"2019","First child","50 years or more","40-44 years",3
"2019","First child","50 years or more","45-49 years",3
"2019","First child","50 years or more","50-59 years",5
"2019","First child","50 years or more","60-69 years",3
"2019","First child","50 years or more","70 years or more",0
"2019","First child","50 years or more","Unknown",0
"2019","Second child","Less than 20 years","Less than 20 years",0
"2019","Second child","Less than 20 years","20-24 years",3
"2019","Second child","Less than 20 years","25-29 years",1
"2019","Second child","Less than 20 years","30-34 years",0
"2019","Second child","Less than 20 years","35-39 years",0
"2019","Second child","Less than 20 years","40-44 years",1
"2019","Second child","Less than 20 years","45-49 years",0
"2019","Second child","Less than 20 years","50-59 years",0
"2019","Second child","Less than 20 years","60-69 years",0
"2019","Second child","Less than 20 years","70 years or more",0
"2019","Second child","Less than 20 years","Unknown",0
"2019","Second child","20-24 years","Less than 20 years",0
"2019","Second child","20-24 years","20-24 years",96
"2019","Second child","20-24 years","25-29 years",358
"2019","Second child","20-24 years","30-34 years",173
"2019","Second child","20-24 years","35-39 years",52
"2019","Second child","20-24 years","40-44 years",21
"2019","Second child","20-24 years","45-49 years",4
"2019","Second child","20-24 years","50-59 years",6
"2019","Second child","20-24 years","60-69 years",0
"2019","Second child","20-24 years","70 years or more",0
"2019","Second child","20-24 years","Unknown",0
"2019","Second child","25-29 years","Less than 20 years",0
"2019","Second child","25-29 years","20-24 years",31
"2019","Second child","25-29 years","25-29 years",1586
"2019","Second child","25-29 years","30-34 years",2403
"2019","Second child","25-29 years","35-39 years",668
"2019","Second child","25-29 years","40-44 years",166
"2019","Second child","25-29 years","45-49 years",52
"2019","Second child","25-29 years","50-59 years",22
"2019","Second child","25-29 years","60-69 years",0
"2019","Second child","25-29 years","70 years or more",0
"2019","Second child","25-29 years","Unknown",0
"2019","Second child","30-34 years","Less than 20 years",0
"2019","Second child","30-34 years","20-24 years",8
"2019","Second child","30-34 years","25-29 years",477
"2019","Second child","30-34 years","30-34 years",4704
"2019","Second child","30-34 years","35-39 years",3768
"2019","Second child","30-34 years","40-44 years",949
"2019","Second child","30-34 years","45-49 years",218
"2019","Second child","30-34 years","50-59 years",85
"2019","Second child","30-34 years","60-69 years",6
"2019","Second child","30-34 years","70 years or more",1
"2019","Second child","30-34 years","Unknown",0
"2019","Second child","35-39 years","Less than 20 years",0
"2019","Second child","35-39 years","20-24 years",0
"2019","Second child","35-39 years","25-29 years",65
"2019","Second child","35-39 years","30-34 years",1000
"2019","Second child","35-39 years","35-39 years",3736
"2019","Second child","35-39 years","40-44 years",1929
"2019","Second child","35-39 years","45-49 years",467
"2019","Second child","35-39 years","50-59 years",182
"2019","Second child","35-39 years","60-69 years",21
"2019","Second child","35-39 years","70 years or more",3
"2019","Second child","35-39 years","Unknown",0
"2019","Second child","40-44 years","Less than 20 years",0
"2019","Second child","40-44 years","20-24 years",0
"2019","Second child","40-44 years","25-29 years",13
"2019","Second child","40-44 years","30-34 years",84
"2019","Second child","40-44 years","35-39 years",348
"2019","Second child","40-44 years","40-44 years",692
"2019","Second child","40-44 years","45-49 years",308
"2019","Second child","40-44 years","50-59 years",122
"2019","Second child","40-44 years","60-69 years",7
"2019","Second child","40-44 years","70 years or more",1
"2019","Second child","40-44 years","Unknown",0
"2019","Second child","45-49 years","Less than 20 years",0
"2019","Second child","45-49 years","20-24 years",0
"2019","Second child","45-49 years","25-29 years",0
"2019","Second child","45-49 years","30-34 years",2
"2019","Second child","45-49 years","35-39 years",7
"2019","Second child","45-49 years","40-44 years",24
"2019","Second child","45-49 years","45-49 years",31
"2019","Second child","45-49 years","50-59 years",20
"2019","Second child","45-49 years","60-69 years",2
"2019","Second child","45-49 years","70 years or more",1
"2019","Second child","45-49 years","Unknown",0
"2019","Second child","50 years or more","Less than 20 years",0
"2019","Second child","50 years or more","20-24 years",0
"2019","Second child","50 years or more","25-29 years",0
"2019","Second child","50 years or more","30-34 years",0
"2019","Second child","50 years or more","35-39 years",0
"2019","Second child","50 years or more","40-44 years",0
"2019","Second child","50 years or more","45-49 years",1
"2019","Second child","50 years or more","50-59 years",1
"2019","Second child","50 years or more","60-69 years",1
"2019","Second child","50 years or more","70 years or more",0
"2019","Second child","50 years or more","Unknown",0
"2019","Third child","Less than 20 years","Less than 20 years",0
"2019","Third child","Less than 20 years","20-24 years",0
"2019","Third child","Less than 20 years","25-29 years",0
"2019","Third child","Less than 20 years","30-34 years",0
"2019","Third child","Less than 20 years","35-39 years",0
"2019","Third child","Less than 20 years","40-44 years",0
"2019","Third child","Less than 20 years","45-49 years",0
"2019","Third child","Less than 20 years","50-59 years",0
"2019","Third child","Less than 20 years","60-69 years",0
"2019","Third child","Less than 20 years","70 years or more",0
"2019","Third child","Less than 20 years","Unknown",0
"2019","Third child","20-24 years","Less than 20 years",0
"2019","Third child","20-24 years","20-24 years",7
"2019","Third child","20-24 years","25-29 years",43
"2019","Third child","20-24 years","30-34 years",28
"2019","Third child","20-24 years","35-39 years",6
"2019","Third child","20-24 years","40-44 years",4
