"Tipo di popolazione","Anno","Età","Sesso","Stato civile","Popolazione residente permanente e non permanente"
"Popolazione residente permanente","2020","19 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",2
"Popolazione residente permanente","2020","19 anni","Donna","Senza indicazione",3
"Popolazione residente permanente","2020","20 anni","Uomo","Celibe/nubile",47538
"Popolazione residente permanente","2020","20 anni","Uomo","Coniugato, in unione domestica registrata",116
"Popolazione residente permanente","2020","20 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","20 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",1
"Popolazione residente permanente","2020","20 anni","Uomo","Senza indicazione",3
"Popolazione residente permanente","2020","20 anni","Donna","Celibe/nubile",43375
"Popolazione residente permanente","2020","20 anni","Donna","Coniugato, in unione domestica registrata",735
"Popolazione residente permanente","2020","20 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","20 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",6
"Popolazione residente permanente","2020","20 anni","Donna","Senza indicazione",7
"Popolazione residente permanente","2020","21 anni","Uomo","Celibe/nubile",47239
"Popolazione residente permanente","2020","21 anni","Uomo","Coniugato, in unione domestica registrata",296
"Popolazione residente permanente","2020","21 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","21 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",5
"Popolazione residente permanente","2020","21 anni","Uomo","Senza indicazione",4
"Popolazione residente permanente","2020","21 anni","Donna","Celibe/nubile",42916
"Popolazione residente permanente","2020","21 anni","Donna","Coniugato, in unione domestica registrata",1419
"Popolazione residente permanente","2020","21 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","21 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",16
"Popolazione residente permanente","2020","21 anni","Donna","Senza indicazione",4
"Popolazione residente permanente","2020","22 anni","Uomo","Celibe/nubile",48196
"Popolazione residente permanente","2020","22 anni","Uomo","Coniugato, in unione domestica registrata",702
"Popolazione residente permanente","2020","22 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","22 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",4
"Popolazione residente permanente","2020","22 anni","Uomo","Senza indicazione",5
"Popolazione residente permanente","2020","22 anni","Donna","Celibe/nubile",43231
"Popolazione residente permanente","2020","22 anni","Donna","Coniugato, in unione domestica registrata",2427
"Popolazione residente permanente","2020","22 anni","Donna","Vedovo, unione domestica sciolta per decesso",2
"Popolazione residente permanente","2020","22 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",36
"Popolazione residente permanente","2020","22 anni","Donna","Senza indicazione",3
"Popolazione residente permanente","2020","23 anni","Uomo","Celibe/nubile",49426
"Popolazione residente permanente","2020","23 anni","Uomo","Coniugato, in unione domestica registrata",1312
"Popolazione residente permanente","2020","23 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","23 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",19
"Popolazione residente permanente","2020","23 anni","Uomo","Senza indicazione",3
"Popolazione residente permanente","2020","23 anni","Donna","Celibe/nubile",43537
"Popolazione residente permanente","2020","23 anni","Donna","Coniugato, in unione domestica registrata",3767
"Popolazione residente permanente","2020","23 anni","Donna","Vedovo, unione domestica sciolta per decesso",4
"Popolazione residente permanente","2020","23 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",92
"Popolazione residente permanente","2020","23 anni","Donna","Senza indicazione",5
"Popolazione residente permanente","2020","24 anni","Uomo","Celibe/nubile",49747
"Popolazione residente permanente","2020","24 anni","Uomo","Coniugato, in unione domestica registrata",2356
"Popolazione residente permanente","2020","24 anni","Uomo","Vedovo, unione domestica sciolta per decesso",1
"Popolazione residente permanente","2020","24 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",51
"Popolazione residente permanente","2020","24 anni","Uomo","Senza indicazione",3
"Popolazione residente permanente","2020","24 anni","Donna","Celibe/nubile",43768
"Popolazione residente permanente","2020","24 anni","Donna","Coniugato, in unione domestica registrata",5646
"Popolazione residente permanente","2020","24 anni","Donna","Vedovo, unione domestica sciolta per decesso",4
"Popolazione residente permanente","2020","24 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",152
"Popolazione residente permanente","2020","24 anni","Donna","Senza indicazione",2
"Popolazione residente permanente","2020","25 anni","Uomo","Celibe/nubile",49159
"Popolazione residente permanente","2020","25 anni","Uomo","Coniugato, in unione domestica registrata",3542
"Popolazione residente permanente","2020","25 anni","Uomo","Vedovo, unione domestica sciolta per decesso",6
"Popolazione residente permanente","2020","25 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",87
"Popolazione residente permanente","2020","25 anni","Uomo","Senza indicazione",2
"Popolazione residente permanente","2020","25 anni","Donna","Celibe/nubile",42625
"Popolazione residente permanente","2020","25 anni","Donna","Coniugato, in unione domestica registrata",7722
"Popolazione residente permanente","2020","25 anni","Donna","Vedovo, unione domestica sciolta per decesso",8
"Popolazione residente permanente","2020","25 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",236
"Popolazione residente permanente","2020","25 anni","Donna","Senza indicazione",4
"Popolazione residente permanente","2020","26 anni","Uomo","Celibe/nubile",49226
"Popolazione residente permanente","2020","26 anni","Uomo","Coniugato, in unione domestica registrata",5268
"Popolazione residente permanente","2020","26 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2
"Popolazione residente permanente","2020","26 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",135
"Popolazione residente permanente","2020","26 anni","Uomo","Senza indicazione",2
"Popolazione residente permanente","2020","26 anni","Donna","Celibe/nubile",41890
"Popolazione residente permanente","2020","26 anni","Donna","Coniugato, in unione domestica registrata",10037
"Popolazione residente permanente","2020","26 anni","Donna","Vedovo, unione domestica sciolta per decesso",12
"Popolazione residente permanente","2020","26 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",376
"Popolazione residente permanente","2020","26 anni","Donna","Senza indicazione",3
"Popolazione residente permanente","2020","27 anni","Uomo","Celibe/nubile",49085
"Popolazione residente permanente","2020","27 anni","Uomo","Coniugato, in unione domestica registrata",7338
"Popolazione residente permanente","2020","27 anni","Uomo","Vedovo, unione domestica sciolta per decesso",4
"Popolazione residente permanente","2020","27 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",230
"Popolazione residente permanente","2020","27 anni","Uomo","Senza indicazione",3
"Popolazione residente permanente","2020","27 anni","Donna","Celibe/nubile",41100
"Popolazione residente permanente","2020","27 anni","Donna","Coniugato, in unione domestica registrata",13075
"Popolazione residente permanente","2020","27 anni","Donna","Vedovo, unione domestica sciolta per decesso",15
"Popolazione residente permanente","2020","27 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",509
"Popolazione residente permanente","2020","27 anni","Donna","Senza indicazione",5
"Popolazione residente permanente","2020","28 anni","Uomo","Celibe/nubile",48889
"Popolazione residente permanente","2020","28 anni","Uomo","Coniugato, in unione domestica registrata",10327
"Popolazione residente permanente","2020","28 anni","Uomo","Vedovo, unione domestica sciolta per decesso",7
"Popolazione residente permanente","2020","28 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",323
"Popolazione residente permanente","2020","28 anni","Uomo","Senza indicazione",4
"Popolazione residente permanente","2020","28 anni","Donna","Celibe/nubile",40498
"Popolazione residente permanente","2020","28 anni","Donna","Coniugato, in unione domestica registrata",16863
"Popolazione residente permanente","2020","28 anni","Donna","Vedovo, unione domestica sciolta per decesso",32
"Popolazione residente permanente","2020","28 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",756
"Popolazione residente permanente","2020","28 anni","Donna","Senza indicazione",4
"Popolazione residente permanente","2020","29 anni","Uomo","Celibe/nubile",47401
"Popolazione residente permanente","2020","29 anni","Uomo","Coniugato, in unione domestica registrata",13317
"Popolazione residente permanente","2020","29 anni","Uomo","Vedovo, unione domestica sciolta per decesso",10
"Popolazione residente permanente","2020","29 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",528
"Popolazione residente permanente","2020","29 anni","Uomo","Senza indicazione",5
"Popolazione residente permanente","2020","29 anni","Donna","Celibe/nubile",37988
"Popolazione residente permanente","2020","29 anni","Donna","Coniugato, in unione domestica registrata",20233
"Popolazione residente permanente","2020","29 anni","Donna","Vedovo, unione domestica sciolta per decesso",35
"Popolazione residente permanente","2020","29 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",1026
"Popolazione residente permanente","2020","29 anni","Donna","Senza indicazione",1
"Popolazione residente permanente","2020","30 anni","Uomo","Celibe/nubile",44979
"Popolazione residente permanente","2020","30 anni","Uomo","Coniugato, in unione domestica registrata",16799
"Popolazione residente permanente","2020","30 anni","Uomo","Vedovo, unione domestica sciolta per decesso",8
"Popolazione residente permanente","2020","30 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",708
"Popolazione residente permanente","2020","30 anni","Uomo","Senza indicazione",8
"Popolazione residente permanente","2020","30 anni","Donna","Celibe/nubile",35824
"Popolazione residente permanente","2020","30 anni","Donna","Coniugato, in unione domestica registrata",23689
"Popolazione residente permanente","2020","30 anni","Donna","Vedovo, unione domestica sciolta per decesso",31
"Popolazione residente permanente","2020","30 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",1345
"Popolazione residente permanente","2020","30 anni","Donna","Senza indicazione",8
"Popolazione residente permanente","2020","31 anni","Uomo","Celibe/nubile",41631
"Popolazione residente permanente","2020","31 anni","Uomo","Coniugato, in unione domestica registrata",19839
"Popolazione residente permanente","2020","31 anni","Uomo","Vedovo, unione domestica sciolta per decesso",12
"Popolazione residente permanente","2020","31 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",891
"Popolazione residente permanente","2020","31 anni","Uomo","Senza indicazione",7
"Popolazione residente permanente","2020","31 anni","Donna","Celibe/nubile",32579
